PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-01300,68,1,1,0,1,0,2,1,1,1457.2,9480,16,6,44000,5,431,N,2,2,2,2,135,120
25-01000,75,1,1,0,1,0,3,1,1,2447.1,N,N,5,107000,8,501,N,2,2,2,2,46,46
25-01000,73,2,1,0,1,0,3,1,1,2447.1,N,N,5,28000,4,501,N,2,2,2,2,48,46
25-01000,47,1,6,0,1,0,3,1,1,2447.1,4980,6,5,35000,5,501,N,2,2,2,2,64,46
25-00503,48,2,1,0,1,1,3,1,1,2872.7,7380,10,9,80000,7,501,N,2,2,2,2,96,96
25-00503,53,1,1,0,1,1,3,1,1,2872.7,6991,9,11,250000,9,501,N,2,2,2,2,95,96
25-00503,17,2,6,0,1,1,3,1,1,2872.7,8590,14,4,2000,1,501,N,2,2,2,2,98,96
25-02800,53,2,1,0,1,0,4,1,1,3683.9,6991,9,8,65020,7,501,N,2,2,2,2,63,62
25-02800,54,1,1,0,1,0,4,1,1,3683.9,770,3,5,75000,7,501,N,2,2,2,2,69,62
25-02800,23,1,6,0,1,0,4,1,1,3683.9,770,3,5,50000,6,501,N,2,2,2,2,61,62
25-02800,20,1,6,0,1,0,4,1,1,3683.9,8590,14,5,15000,3,501,N,2,2,2,2,62,62
25-00703,23,1,6,0,1,0,N,1,2,2195.3,8191,12,9,13000,2,99,N,2,2,2,2,116,116
25-00703,21,2,6,0,1,0,N,1,2,2195.3,8570,14,5,1100,1,8,N,2,2,2,2,128,116
25-00703,21,2,6,0,1,0,N,1,2,2195.3,8191,12,9,11000,2,84,N,2,2,2,2,127,116
25-02800,58,2,4,0,1,0,2,1,1,3683.9,770,3,4,58000,6,501,N,2,2,2,2,100,99
25-02800,28,1,6,0,1,0,2,1,1,3683.9,770,3,5,67000,7,501,N,2,2,2,2,116,99
25-00703,29,2,6,0,1,1,2,1,2,2195.3,8680,14,5,7400,2,42,N,1,2,1,2,81,80
25-00703,74,1,1,0,1,0,2,1,1,2195.3,7870,11,9,278500,9,501,N,2,2,2,2,49,48
25-00703,66,2,1,0,1,0,2,1,1,2195.3,N,N,8,43400,5,501,N,2,2,2,2,53,48
25-01300,49,2,1,0,1,1,4,1,1,1457.2,7860,11,9,21000,3,483,N,2,2,2,2,155,155
25-01300,50,1,1,0,1,1,4,1,1,1457.2,8290,12,10,100000,8,483,N,2,2,2,2,172,155
25-01300,18,2,6,0,1,1,4,1,1,1457.2,8470,13,5,5400,1,483,N,2,2,2,2,247,155
25-01300,15,2,6,0,1,1,4,1,1,1457.2,N,N,4,2000,1,483,N,2,2,2,2,170,155
25-01000,71,2,3,0,1,0,N,1,2,2447.1,N,N,9,18500,3,151,N,1,1,2,2,182,182
25-01000,52,2,6,0,1,0,N,1,2,2447.1,N,N,4,15200,3,114,N,1,2,2,2,250,182
25-00503,63,2,3,0,6,0,2,1,1,2872.7,8370,13,10,31500,4,241,N,2,2,2,2,88,88
25-00503,84,2,3,0,6,0,2,1,1,2872.7,N,N,1,9470,2,241,N,1,2,2,2,116,88
25-00703,68,2,3,0,1,0,2,1,1,2195.3,7860,11,9,25200,4,263,N,2,2,2,2,61,61
25-00703,35,1,6,0,1,0,2,1,1,2195.3,4870,6,5,15000,3,263,N,2,2,2,2,80,61
25-01000,35,2,6,0,1,0,N,1,1,2447.1,8680,14,7,52600,6,399,N,2,2,2,2,81,82
25-00503,59,1,1,4,1,1,3,1,1,2872.7,3291,4,9,79000,7,501,N,2,2,2,2,123,123
25-00503,53,2,1,4,1,1,3,1,1,2872.7,8191,12,7,39500,5,501,N,2,2,2,2,99,123
25-00503,17,2,6,4,1,1,3,1,1,2872.7,5170,6,4,6800,1,501,N,2,2,2,2,169,123
25-00503,53,1,4,0,1,1,3,1,1,2872.7,7380,10,5,80000,7,501,N,2,2,2,2,127,123
25-00703,54,2,1,0,1,1,5,1,1,2195.3,7380,10,9,57100,6,501,N,2,2,2,2,68,67
25-00703,64,1,1,0,1,1,5,1,1,2195.3,6480,8,9,97100,8,501,N,2,2,2,2,64,67
25-00703,22,1,6,0,1,1,5,1,1,2195.3,7770,10,7,7000,2,501,N,2,2,2,2,86,67
25-00703,19,2,6,0,1,1,5,1,1,2195.3,8590,14,7,4700,1,501,N,2,2,2,2,88,67
25-00703,16,1,6,0,1,1,5,1,1,2195.3,6290,7,4,4000,1,501,N,2,2,2,2,51,67
25-02800,73,1,1,0,1,0,2,1,1,3683.9,N,N,5,102100,8,501,N,2,2,2,2,66,65
25-02800,64,2,1,0,1,0,2,1,1,3683.9,7380,10,9,101000,8,501,N,2,2,2,2,60,65
25-02800,29,2,6,0,1,3,4,1,2,3683.9,8680,14,4,4800,1,18,N,1,2,2,2,367,367
25-01300,65,2,1,0,1,0,2,1,1,1457.2,6370,7,9,39000,5,501,N,2,2,2,2,55,55
25-01300,70,1,1,0,1,0,2,1,1,1457.2,N,N,5,48800,6,501,N,2,2,2,2,55,55
25-01300,65,1,1,0,1,0,3,1,1,1457.2,5670,6,7,31000,4,331,N,2,1,2,2,46,46
25-01300,58,1,1,0,1,0,3,1,1,1457.2,8191,12,4,30000,4,331,N,2,2,2,2,47,46
25-01300,26,1,6,0,1,0,3,1,1,1457.2,5580,6,8,4700,1,331,N,2,2,2,2,62,46
25-01000,50,2,1,0,1,0,2,1,2,2447.1,2880,4,5,50000,6,501,N,2,2,2,2,661,661
25-01000,66,1,1,0,1,0,2,1,2,2447.1,2880,4,5,50000,6,501,N,2,1,2,2,499,661
25-00703,65,1,4,0,1,0,2,1,1,2195.3,7590,10,9,31000,4,385,N,2,2,2,2,46,46
25-00703,30,2,6,0,1,0,2,1,1,2195.3,7590,10,7,27500,4,385,N,2,2,2,2,69,46
25-01300,52,2,1,0,1,1,3,1,1,1457.2,7980,12,8,37020,5,501,N,2,2,2,2,50,50
25-01300,53,1,1,0,1,1,3,1,1,1457.2,8290,12,9,100000,8,501,N,2,2,2,2,62,50
25-01300,17,2,6,0,1,1,3,1,1,1457.2,N,N,4,0,0,501,N,2,2,2,2,61,50
25-02800,29,2,6,0,1,0,N,1,2,3683.9,8680,14,7,45000,5,342,N,2,2,2,2,150,151
25-02800,48,1,1,0,6,4,6,1,1,3683.9,7460,10,12,196000,9,501,N,2,2,2,2,99,100
25-02800,40,2,1,0,6,4,6,1,1,3683.9,N,N,10,0,0,501,N,2,2,2,2,103,100
25-02800,73,2,3,0,1,0,N,1,1,3683.9,8070,12,7,48000,6,394,N,2,2,2,1,68,68
25-01300,40,1,1,0,6,2,4,1,2,1457.2,3490,4,10,70000,7,273,N,2,2,2,2,77,77
25-01300,41,2,1,0,6,2,4,1,2,1457.2,N,N,7,0,0,273,N,2,2,2,2,64,77
25-00503,47,2,4,0,1,0,N,1,2,2872.7,5080,6,9,52000,6,394,N,2,2,2,2,59,59
25-02800,78,1,4,0,1,0,N,1,2,3683.9,3380,4,7,64700,7,501,N,2,2,2,2,53,53
25-02800,70,1,1,0,1,0,2,1,1,3683.9,570,2,7,0,0,91,N,2,2,2,2,80,80
25-02800,67,2,1,0,1,0,2,1,1,3683.9,N,N,8,14000,3,91,N,2,2,2,2,73,80
25-02800,28,2,3,0,1,0,N,1,1,3683.9,8660,14,8,6000,1,45,N,2,2,2,2,379,379
25-00703,56,1,1,0,1,1,3,1,1,2195.3,3390,4,8,90100,8,501,N,2,2,2,2,98,98
25-00703,55,2,1,0,6,1,3,1,1,2195.3,3390,4,10,151000,9,501,N,2,2,2,2,122,98
25-00703,17,2,6,0,9,1,3,1,1,2195.3,6770,8,4,1600,1,501,N,2,2,2,2,92,98
25-00703,43,2,4,0,1,0,N,1,1,2195.3,7280,10,9,250000,9,501,N,2,2,2,2,83,83
25-00703,48,1,4,0,1,0,N,1,1,2195.3,7280,10,9,300000,9,501,N,2,2,2,2,87,83
25-01000,62,1,1,0,1,1,3,1,1,2447.1,4971,6,5,30000,4,294,N,2,2,2,2,132,131
25-01000,58,2,1,0,1,1,3,1,1,2447.1,6991,9,9,30000,4,294,N,2,2,2,2,115,131
25-01000,17,1,6,0,1,1,3,1,1,2447.1,8590,14,5,0,0,294,N,2,2,2,2,107,131
25-00503,42,1,6,0,1,0,N,1,2,2872.7,4070,5,9,24000,4,181,N,2,2,2,2,110,110
25-01000,41,1,6,0,1,0,N,1,2,2447.1,N,N,5,9600,2,72,N,2,2,2,2,260,260
25-00503,26,1,6,0,1,0,N,1,2,2872.7,6991,9,10,30000,4,229,N,2,2,2,2,82,82
25-00503,25,2,6,0,1,0,N,1,2,2872.7,3570,4,7,25400,4,194,4,2,2,2,2,93,82
25-00703,74,2,4,0,1,0,N,1,2,2195.3,6180,7,8,2100,1,17,N,2,1,2,2,108,108
25-01000,31,2,1,0,1,2,4,1,1,2447.1,8170,12,5,11000,2,348,N,2,2,2,2,49,49
25-01000,39,1,1,0,1,2,4,1,1,2447.1,770,3,5,78000,7,348,N,2,2,2,2,54,49
25-00703,75,2,3,0,1,0,N,1,1,2195.3,7280,10,11,230000,9,501,N,2,2,2,2,45,46
25-02800,52,1,6,0,1,0,N,1,2,3683.9,8564,14,6,12000,2,91,N,2,2,2,2,102,103
25-00703,54,2,6,0,1,0,N,1,1,2195.3,9170,15,9,1140,1,8,N,2,2,2,2,60,61
25-00503,60,1,2,0,1,0,N,1,2,2872.7,5295,6,7,136500,9,501,N,2,2,2,2,56,57
25-00703,34,1,4,0,6,2,3,1,1,2195.3,2880,4,5,100000,8,486,N,2,2,2,2,99,99
25-00703,37,2,4,0,6,2,3,1,1,2195.3,8980,15,5,36600,5,275,N,2,2,2,2,102,99
25-02800,72,1,1,0,1,0,2,1,1,3683.9,N,N,7,19800,3,224,N,2,2,2,2,59,58
25-02800,70,2,1,0,1,0,2,1,1,3683.9,N,N,5,14300,3,224,N,2,1,2,2,52,58
25-00703,75,1,1,0,1,0,4,1,1,2195.3,N,N,9,51500,6,406,N,2,1,2,2,60,60
25-00703,64,2,1,0,1,0,4,1,1,2195.3,N,N,4,0,0,406,N,2,1,2,2,63,60
25-00703,45,1,6,0,1,0,4,1,1,2195.3,4971,6,5,45600,5,406,N,2,2,2,2,65,60
25-00703,42,1,6,0,1,0,4,1,1,2195.3,4971,6,4,9200,2,406,N,2,2,2,2,76,60
25-01300,94,2,3,0,1,0,2,1,1,1457.2,N,N,11,57630,6,501,N,2,2,2,1,52,52
25-01300,64,2,4,0,1,0,2,1,1,1457.2,7860,11,10,85110,8,501,5,2,2,2,2,72,52
25-01300,56,2,1,0,1,0,3,1,1,1457.2,4270,5,5,69000,7,501,N,2,2,2,2,68,69
25-01300,58,1,1,0,1,0,3,1,1,1457.2,7380,10,9,94200,8,501,N,2,2,2,2,73,69
25-01300,25,2,6,0,1,0,3,1,1,1457.2,7860,11,9,52000,6,501,N,2,2,2,2,99,69
25-00703,36,2,1,0,1,2,4,1,1,2195.3,8980,15,9,30000,4,357,N,2,2,2,2,218,218
25-00703,37,1,1,0,1,2,4,1,1,2195.3,7380,10,9,62000,6,357,N,2,2,2,2,236,218
25-01300,55,2,1,0,1,0,3,1,1,1457.2,7860,11,9,25000,4,501,N,2,2,2,2,116,115
25-01300,55,1,1,0,1,0,3,1,1,1457.2,7072,9,9,125000,9,501,N,2,2,2,2,126,115
25-01300,24,2,6,0,1,0,3,1,1,1457.2,7460,10,10,65000,7,501,N,2,2,2,2,149,115
25-02800,60,1,1,0,1,0,5,1,1,3683.9,580,2,5,177000,9,501,N,2,2,2,2,61,61
25-02800,56,2,1,0,1,0,5,1,1,3683.9,7270,10,5,25000,4,501,N,2,2,2,2,60,61
25-02800,26,1,6,0,1,0,5,1,1,3683.9,580,2,7,90000,8,501,N,2,2,2,2,69,61
25-02800,84,1,1,0,1,0,5,1,1,3683.9,N,N,5,32000,4,501,N,2,1,2,1,78,61
25-02800,77,2,1,0,1,0,5,1,1,3683.9,N,N,5,6000,1,501,N,2,2,2,1,77,61
25-01300,51,1,1,0,6,2,4,1,1,1457.2,7380,10,10,210000,9,501,N,2,2,2,2,44,44
25-01300,47,2,1,0,6,2,4,1,1,1457.2,8191,12,10,45000,5,501,N,2,2,2,2,65,44
25-01300,17,1,6,0,6,2,4,1,1,1457.2,8590,14,4,350,1,501,N,2,2,2,2,108,44
25-02800,75,1,1,0,1,0,2,1,1,3683.9,N,N,5,69900,7,501,N,2,2,2,2,117,118
25-02800,69,2,1,0,1,0,2,1,1,3683.9,8980,15,4,10100,2,501,N,2,2,2,2,106,118
25-00703,94,2,3,0,1,0,5,1,1,2195.3,N,N,6,10700,2,501,N,2,2,2,1,97,98
25-00703,56,2,2,0,1,0,5,1,1,2195.3,7570,10,5,45000,5,501,N,2,2,2,2,130,98
25-00703,52,1,2,0,1,0,5,1,1,2195.3,770,3,9,85000,8,501,N,2,2,2,2,127,98
25-00703,24,2,6,0,1,0,5,1,1,2195.3,7860,11,9,48000,6,501,N,2,2,2,2,150,98
25-00703,22,1,6,0,1,0,5,1,1,2195.3,4680,6,8,45000,5,501,N,2,2,2,2,155,98
25-00503,61,1,1,0,1,0,4,1,2,2872.7,8660,14,6,26000,4,137,N,2,2,2,2,67,67
25-00503,57,2,1,0,1,0,4,1,2,2872.7,8680,14,6,0,0,137,N,2,2,2,2,54,67
25-00503,20,1,6,0,1,0,4,1,2,2872.7,8680,14,7,10000,2,137,N,2,2,2,2,60,67
25-00503,82,2,3,0,1,0,4,1,2,2872.7,N,N,3,0,0,137,N,1,1,2,2,82,67
25-01300,35,2,1,0,1,1,3,1,1,1457.2,8090,12,10,75000,7,501,N,2,2,2,2,128,127
25-01300,32,1,1,0,1,1,3,1,1,1457.2,770,3,5,53000,6,501,N,2,2,2,2,123,127
25-01000,49,2,1,0,1,2,4,1,1,2447.1,770,3,9,72000,7,501,N,2,2,2,2,95,94
25-01000,48,1,1,0,1,2,4,1,1,2447.1,4795,6,9,188500,9,501,N,2,2,2,2,82,94
25-01000,17,1,6,0,1,2,4,1,1,2447.1,8470,13,4,5820,1,501,N,2,2,2,2,92,94
25-01000,15,1,6,0,1,2,4,1,1,2447.1,N,N,3,0,0,501,N,2,2,2,2,91,94
25-01000,45,1,1,0,1,2,4,1,1,2447.1,7390,10,9,22000,3,501,N,2,2,2,2,41,41
25-01000,42,2,1,0,9,2,4,1,1,2447.1,7380,10,7,200000,9,501,N,2,2,2,2,91,41
25-01300,26,1,6,0,6,0,N,1,2,1457.2,5593,6,10,60000,6,452,N,2,2,2,2,92,92
25-01300,26,2,6,0,6,0,N,1,2,1457.2,7870,11,9,15000,3,113,N,2,2,2,2,88,92
25-01300,55,1,1,0,1,0,2,1,1,1457.2,7280,10,10,114000,8,501,N,2,2,2,2,103,103
25-01300,52,2,1,0,1,0,2,1,1,1457.2,8180,12,8,58000,6,501,N,2,2,2,2,95,103
25-00703,66,2,6,0,1,0,N,1,2,2195.3,7580,10,5,23600,4,195,N,2,1,2,2,71,71
25-00703,54,2,1,0,1,0,2,1,1,2195.3,9490,16,10,100000,8,501,N,2,2,2,2,31,31
25-00703,67,1,1,0,1,0,2,1,1,2195.3,3291,4,7,5100,1,501,N,2,2,2,2,26,31
25-01000,63,2,4,0,1,0,2,1,2,2447.1,8170,12,7,34000,4,394,N,2,2,2,2,60,59
25-01000,23,1,6,0,1,0,2,1,2,2447.1,8680,14,5,33000,4,394,N,2,2,2,2,80,59
25-00503,32,2,1,0,1,0,2,1,1,2872.7,8191,12,9,0,0,423,N,2,2,2,2,92,92
25-00503,33,1,1,0,1,0,2,1,1,2872.7,6970,9,9,72000,7,423,4,2,2,2,2,106,92
25-00503,43,2,1,0,1,1,4,1,1,2872.7,7390,10,10,144000,9,501,N,2,2,2,2,102,101
25-00503,48,1,1,0,1,1,4,1,1,2872.7,3390,4,12,207000,9,501,N,2,2,2,2,125,101
25-00503,66,2,4,0,1,1,4,1,1,2872.7,3990,4,10,1400,1,501,N,2,2,2,2,133,101
25-00703,58,1,1,0,1,0,2,1,1,2195.3,7290,10,10,130600,9,501,N,2,2,2,1,95,95
25-00703,66,2,1,0,1,0,2,1,1,2195.3,N,N,12,17660,3,501,N,2,2,2,2,89,95
25-00703,63,2,1,0,1,0,2,1,1,2195.3,8570,14,10,90000,8,501,N,2,2,2,2,48,48
25-00703,65,1,1,0,1,0,2,1,1,2195.3,7290,10,11,180000,9,501,N,2,2,2,2,40,48
25-00703,69,2,1,0,1,0,2,1,1,2195.3,5790,6,8,10100,2,360,N,2,2,2,2,97,98
25-00703,71,1,1,0,1,0,2,1,1,2195.3,8180,12,7,45000,5,360,N,2,2,2,2,90,98
25-00503,41,1,1,0,1,2,4,1,2,2872.7,9680,17,10,177500,9,501,N,2,2,2,2,32,32
25-00503,35,2,1,0,1,2,4,1,2,2872.7,7580,10,7,10000,2,501,N,2,2,2,2,34,32
25-00503,20,2,1,0,9,1,3,1,2,2872.7,8470,13,7,10000,2,178,N,2,2,2,2,120,120
25-00503,21,1,1,2,2,1,3,1,2,2872.7,5580,6,5,26400,4,178,N,2,2,2,2,93,120
25-00703,38,2,1,0,1,0,3,1,1,2195.3,3380,4,9,53600,6,501,N,2,2,2,2,99,99
25-00703,46,1,1,0,1,0,3,1,1,2195.3,9170,15,8,70000,7,501,N,2,2,2,2,92,99
25-00703,22,2,6,0,1,0,3,1,1,2195.3,7860,11,9,30000,4,501,N,2,2,2,2,125,99
25-00703,66,1,6,0,9,0,2,1,2,2195.3,N,N,7,20800,3,143,N,1,1,2,2,128,127
25-00703,18,1,6,0,9,0,2,1,2,2195.3,N,N,5,1200,1,143,N,2,2,2,2,123,127
25-00503,59,1,1,0,1,2,4,1,2,2872.7,7460,10,10,250000,9,501,N,2,2,2,2,69,69
25-00503,45,2,1,0,1,2,4,1,2,2872.7,N,N,7,0,0,501,N,2,2,2,2,62,69
25-00503,48,2,2,0,6,1,2,1,1,2872.7,7460,10,12,170000,9,501,N,2,2,2,2,110,110
25-00503,17,1,6,0,6,1,2,1,1,2872.7,N,N,4,0,0,501,N,2,2,2,2,99,110
25-01300,73,1,1,0,2,0,3,1,1,1457.2,7870,11,12,136300,9,501,N,2,2,2,2,84,83
25-01300,60,2,1,0,2,0,3,1,1,1457.2,9380,16,9,82800,7,501,N,2,2,2,2,113,83
25-01300,24,1,6,0,2,0,3,1,1,1457.2,7580,10,9,52000,6,501,N,2,2,2,2,164,83
25-01000,80,1,2,0,1,0,N,1,1,2447.1,770,3,9,1341000,9,501,N,1,1,2,2,54,54
25-00703,62,1,1,0,1,0,2,1,1,2195.3,9470,16,10,171920,9,501,N,2,2,2,2,62,62
25-00703,63,2,1,0,1,0,2,1,1,2195.3,N,N,5,7820,2,501,N,2,2,2,2,63,62
25-01000,31,1,1,0,1,0,2,1,2,2447.1,6970,9,9,80000,7,501,N,2,2,2,2,113,113
25-01000,30,2,1,0,1,0,2,1,2,2447.1,6970,9,9,85000,8,501,N,2,2,2,2,113,113
25-01000,69,2,1,0,1,0,2,1,1,2447.1,8680,14,8,31500,4,479,N,2,2,2,2,53,53
25-01000,74,1,1,0,1,0,2,1,1,2447.1,N,N,7,42000,5,479,N,2,2,2,2,46,53
25-01000,46,1,1,0,1,1,4,1,1,2447.1,770,3,6,60000,6,501,N,2,2,2,2,91,91
25-01000,50,2,1,0,1,1,4,1,1,2447.1,7870,11,9,80000,7,501,N,2,2,2,2,92,91
25-01000,18,2,6,0,1,1,4,1,1,2447.1,N,N,5,0,0,501,N,2,2,2,2,176,91
25-01000,46,2,6,0,1,1,2,1,1,2447.1,8370,13,10,112000,8,501,N,2,2,2,2,136,136
25-01300,64,2,1,0,1,0,4,1,1,1457.2,6370,7,8,44400,5,490,N,2,2,2,2,132,131
25-01300,66,1,1,0,1,0,4,1,1,1457.2,N,N,7,67500,7,490,N,2,2,2,2,132,131
25-01300,21,2,6,0,1,0,4,1,1,1457.2,8470,13,7,12000,2,490,N,2,2,2,2,166,131
25-01300,19,1,6,0,1,0,4,1,1,1457.2,7770,10,5,3000,1,490,N,2,2,2,2,152,131
25-01300,58,2,6,0,1,0,2,1,1,1457.2,7270,10,8,86000,8,501,N,2,2,2,2,55,56
25-01300,59,1,4,0,1,0,2,1,1,1457.2,4971,6,4,2200,1,16,N,2,2,2,2,60,56
25-01300,83,2,3,0,1,0,2,1,1,1457.2,N,N,4,19200,3,501,N,1,2,2,2,66,56
25-02800,77,1,3,0,1,0,2,1,1,3683.9,N,N,7,29700,4,285,N,2,2,2,2,141,141
25-02800,58,2,3,0,1,0,2,1,1,3683.9,N,N,6,13600,2,285,N,1,1,1,2,202,141
25-02800,44,2,2,0,1,0,2,1,1,3683.9,8090,12,7,60500,6,463,N,2,2,2,2,230,141
25-02800,31,2,2,0,1,0,2,1,1,3683.9,7270,10,10,58000,6,444,N,2,2,2,2,262,141
25-01000,76,1,1,0,1,0,2,1,1,2447.1,N,N,10,38000,5,501,N,2,2,2,2,46,46
25-01000,76,2,1,0,1,0,2,1,1,2447.1,N,N,10,43000,5,501,N,2,2,2,2,45,46
25-00503,55,1,1,0,1,0,3,1,1,2872.7,6991,9,9,155000,9,501,N,2,2,2,2,208,208
25-00503,51,2,1,0,1,0,3,1,1,2872.7,N,N,5,0,0,501,N,2,2,2,2,194,208
25-00503,71,2,4,0,1,0,3,1,1,2872.7,9290,15,7,37200,5,501,N,2,2,2,2,247,208
25-00503,66,2,1,0,6,0,2,1,1,2872.7,8370,13,12,32000,4,501,N,2,2,2,2,69,69
25-00503,62,1,1,0,1,0,2,1,1,2872.7,8191,12,6,50500,6,501,N,2,2,2,2,68,69
25-00703,48,2,1,0,1,1,3,1,1,2195.3,6870,9,9,41500,5,501,N,2,2,2,2,50,50
25-00703,51,1,1,0,1,1,3,1,1,2195.3,770,3,5,67000,7,501,N,2,2,2,2,54,50
25-01000,40,1,1,0,1,2,4,1,1,2447.1,6970,9,10,40000,5,501,N,2,2,2,2,79,80
25-01000,38,2,1,0,1,2,4,1,1,2447.1,8191,12,10,110000,8,501,N,2,2,2,2,77,80
25-01000,31,2,1,0,1,0,2,1,1,2447.1,8191,12,10,100000,8,501,N,2,2,2,2,105,105
25-01000,31,1,1,0,1,0,2,1,1,2447.1,8191,12,10,64000,7,501,N,2,2,2,2,104,105
25-02800,30,1,1,0,1,3,5,1,1,3683.9,6870,9,9,272500,9,501,N,2,2,2,2,124,123
25-02800,30,2,1,0,1,3,5,1,1,3683.9,N,N,7,0,0,501,N,2,2,2,2,111,123
25-00703,72,1,1,0,1,0,2,1,1,2195.3,6970,9,10,208500,9,501,N,2,2,2,2,85,85
25-00703,72,2,1,0,1,0,2,1,1,2195.3,N,N,9,7200,2,501,N,2,2,2,2,93,85
25-00703,84,1,1,0,1,0,2,1,1,2195.3,7280,10,10,81000,7,501,N,2,2,2,2,54,54
25-00703,86,2,1,0,1,0,2,1,1,2195.3,N,N,5,29000,4,501,N,2,2,2,2,50,54
25-01000,32,2,1,4,1,5,7,1,2,2447.1,8680,14,4,12000,2,155,N,2,2,2,2,384,384
25-01000,30,1,1,4,1,5,7,1,2,2447.1,8680,14,4,47000,5,155,N,2,2,2,2,361,384
25-01000,16,1,6,4,1,5,7,1,2,2447.1,N,N,4,0,0,155,N,2,2,2,2,228,384
25-00703,40,2,1,0,1,2,4,1,1,2195.3,9480,16,12,107200,8,501,N,2,2,2,2,100,100
25-00703,36,2,1,0,1,2,4,1,1,2195.3,8191,12,7,43400,5,501,N,2,2,2,2,101,100
25-01000,28,1,6,0,1,0,N,1,1,2447.1,3380,4,9,75000,7,501,N,2,2,2,2,136,137
25-01000,25,2,6,0,1,0,N,1,1,2447.1,6290,7,7,4000,1,30,N,2,2,2,2,123,137
25-00503,43,1,1,0,9,0,2,1,2,2872.7,2190,4,11,140000,9,501,N,2,2,2,2,298,298
25-00503,41,2,1,0,1,0,2,1,2,2872.7,8290,12,10,38000,5,501,N,2,2,2,2,239,298
25-01300,46,1,1,0,1,3,5,1,1,1457.2,9470,16,7,60000,6,239,N,2,1,2,2,63,63
25-01300,42,2,1,0,1,3,5,1,1,1457.2,6991,9,10,11900,2,239,N,2,2,2,2,61,63
25-00703,86,2,3,0,1,0,3,1,1,2195.3,N,N,5,34500,4,501,N,2,1,2,2,80,80
25-00703,24,1,2,0,1,0,3,1,1,2195.3,3370,4,7,49900,6,501,3,2,2,2,2,126,80
25-00703,24,2,2,0,1,0,3,1,1,2195.3,8980,15,6,20900,3,501,N,2,2,2,2,121,80
25-00703,72,1,4,0,1,0,3,1,2,2195.3,N,N,4,19700,3,252,N,2,2,2,2,23,24
25-00703,26,1,6,0,1,0,3,1,2,2195.3,8590,14,7,15000,3,252,N,2,2,2,2,31,24
25-00703,26,1,6,0,1,0,3,1,2,2195.3,5070,6,7,15000,3,252,N,2,2,2,2,32,24
25-00703,56,2,2,0,1,1,3,1,2,2195.3,8080,12,10,156000,9,501,N,2,2,2,2,65,65
25-00703,19,2,6,0,1,1,3,1,2,2195.3,8191,12,7,7600,2,501,N,2,2,2,2,87,65
25-00703,15,2,6,0,1,1,3,1,2,2195.3,N,N,4,0,0,501,N,2,2,2,2,48,65
25-01300,34,2,1,0,1,0,2,1,1,1457.2,7860,11,10,70000,7,501,N,2,2,2,2,56,55
25-01300,34,1,1,0,1,0,2,1,1,1457.2,7390,10,8,86000,8,501,N,2,2,2,2,59,55
25-00703,22,2,6,0,1,0,2,1,2,2195.3,8980,15,7,23000,3,194,N,2,2,2,2,87,87
25-00703,20,1,6,0,1,0,2,1,2,2195.3,8680,14,4,12000,2,90,N,2,2,2,2,92,87
25-00703,47,1,6,0,1,0,2,1,2,2195.3,4971,6,5,10000,2,194,N,1,2,2,2,80,87
25-01000,51,1,1,0,1,2,4,1,1,2447.1,9470,16,8,117000,8,501,N,2,2,2,2,115,115
25-01000,51,2,1,0,1,2,4,1,1,2447.1,8170,12,8,53000,6,501,N,2,2,2,2,102,115
25-01300,65,1,6,0,1,0,N,1,1,1457.2,5480,6,9,2900,1,23,N,2,2,2,2,71,72
25-00703,62,1,6,0,1,0,2,1,1,2195.3,9090,15,8,69000,7,477,N,2,2,2,2,38,39
25-00703,61,2,4,0,1,0,2,1,1,2195.3,8290,12,7,24000,4,182,N,2,2,2,2,39,39
25-00703,89,2,3,0,1,0,2,1,1,2195.3,N,N,5,11900,2,477,N,2,2,2,2,36,39
25-00703,49,2,1,0,1,3,5,1,1,2195.3,8564,14,10,50000,6,501,N,2,2,2,2,111,111
25-00703,48,1,1,0,1,3,5,1,1,2195.3,4795,6,7,145000,9,501,N,2,2,2,2,116,111
25-00703,17,2,6,0,1,3,5,1,1,2195.3,8680,14,4,1000,1,501,N,2,2,2,2,90,111
25-00703,15,1,6,0,1,3,5,1,1,2195.3,N,N,4,0,0,501,N,2,2,2,2,97,111
25-00703,76,1,1,0,1,0,2,1,1,2195.3,8564,14,10,171600,9,501,N,2,2,2,1,67,67
25-00703,78,2,1,0,1,0,2,1,1,2195.3,7270,10,9,0,0,501,N,2,2,2,2,61,67
25-01000,59,2,1,0,2,0,2,1,2,2447.1,6270,7,7,90000,8,501,N,2,2,2,2,106,107
25-01000,70,1,1,0,2,0,2,1,2,2447.1,N,N,6,0,0,501,N,2,2,2,2,176,107
25-01300,51,1,1,0,1,0,3,1,1,1457.2,7390,10,9,74500,7,501,N,2,2,2,2,86,86
25-01300,53,2,1,0,1,0,3,1,1,1457.2,4870,6,5,48000,6,501,N,2,2,2,2,71,86
25-01300,21,1,6,0,1,0,3,1,1,1457.2,8191,12,7,10000,2,501,N,2,2,2,2,86,86
25-00503,32,1,6,0,6,0,N,1,1,2872.7,7460,10,9,98000,8,501,N,2,2,2,2,74,74
